,Glycosylation,Cross-link,Modified residue,Signal,Disulfide bond
Q7Z736,0,0,3,1,0
Q7Z7B8,0,0,0,1,3
Q7Z7J9,0,0,0,0,0
Q7Z7K0,0,0,1,0,2
Q7Z7K2,0,2,0,0,0
Q86SI9,0,0,0,1,0
Q86SM5,0,0,0,0,0
Q86SM8,0,0,0,0,0
Q86T20,1,0,0,0,0
Q86T29,0,2,0,0,0
Q86T75,0,0,0,0,0
Q86TE4,3,0,0,1,0
Q86UF2,0,0,0,0,0
Q86UV7,0,0,0,0,0
Q86V35,0,0,0,0,0
Q86V71,0,0,1,0,0
Q86V87,0,0,0,0,0
Q86V88,0,0,0,0,0
Q86VE3,0,0,0,0,0
Q86VG3,0,0,1,0,0
Q86VH4,3,0,0,1,0
Q86VR8,1,0,0,1,0
Q86VS3,0,0,0,0,0
Q86VU5,0,0,0,0,0
Q86VY9,1,0,1,0,0
Q86W25,0,0,0,0,0
Q86W34,0,0,0,0,0
Q86WR7,0,0,17,0,0
Q86WT1,0,0,0,0,0
Q86WZ6,0,0,0,0,0
Q86X60,0,0,0,0,0
Q86XA9,0,0,3,0,0
Q86XD8,0,0,0,0,0
Q86XE3,0,0,0,0,0
Q86XJ0,0,0,0,0,0
Q86XN6,0,1,0,0,0
Q86XS5,3,0,0,1,2
Q86XU0,0,0,0,0,0
Q86XZ4,0,0,4,0,0
Q86YB7,0,0,2,0,0
Q86YQ2,0,0,0,1,0
Q86YQ8,0,0,1,0,0
Q86YR6,0,0,0,0,0
Q8IUA0,0,0,0,1,15
Q8IUB2,2,0,0,1,16
Q8IUB3,0,0,0,1,0
Q8IUB5,0,0,0,1,3
Q8IUF1,0,0,0,0,0
Q8IUH2,2,0,0,1,0
Q8IUK8,2,0,0,1,2
Q8IUL8,3,0,0,1,4
Q8IUS5,0,0,0,0,0
Q8IV03,0,0,1,0,0
Q8IV33,0,0,0,0,0
Q8IV38,0,0,0,0,0
Q8IV42,0,0,0,0,0
Q8IV50,0,0,5,0,0
Q8IVA1,0,0,1,0,0
Q8IVC4,0,0,0,0,0
Q8IVF6,0,0,0,0,0
Q8IVN3,0,0,1,0,0
Q8IVN8,1,0,0,1,7
Q8IVU1,7,0,0,1,4
Q8IVV8,0,0,0,0,0
Q8IVY1,1,0,0,0,0
Q8IW50,0,0,7,0,0
Q8IW70,0,0,0,0,0
Q8IW92,0,0,0,1,0
Q8IWB4,0,0,0,0,0
Q8IX94,0,0,0,0,0
Q8IXE1,1,0,0,0,1
Q8IXF9,0,0,0,0,0
Q8IXQ4,0,2,6,0,0
Q8IXT5,0,6,18,0,0
Q8IXU6,0,0,4,0,0
Q8IXX5,0,0,0,0,0
Q8IY50,0,0,0,0,0
Q8IY51,0,0,0,0,0
Q8IY85,0,0,0,0,0
Q8IYA7,0,0,0,0,0
Q8IYB9,0,0,0,0,0
Q8IYK2,0,0,1,0,0
Q8IYL3,0,0,2,0,0
Q8IYM0,0,0,0,0,0
Q8IYN0,0,0,0,0,0
Q8IYP2,2,0,0,1,4
Q8IYS2,1,0,0,1,0
Q8IYS8,0,0,0,0,0
Q8IYW4,0,0,0,0,0
Q8IZ02,0,0,0,0,0
Q8IZ13,0,0,0,0,0
Q8IZ16,0,0,0,0,0
Q8IZ40,0,1,6,0,0
Q8IZ81,0,0,0,0,0
Q8IZD0,0,0,6,0,0
Q8IZJ6,0,0,0,0,0
Q8IZM8,0,0,2,0,0
Q8IZN7,0,0,0,1,2
Q8IZP2,0,0,0,0,0
Q8IZY5,0,0,0,0,0
Q8N0U6,0,0,0,0,0
Q8N0V4,4,0,0,1,0
Q8N0Y3,1,0,0,0,1
Q8N0Y5,1,0,0,0,1
Q8N0Z2,0,0,2,0,0
Q8N0Z9,9,0,0,1,4
Q8N127,1,0,0,0,1
Q8N129,0,0,0,1,3
Q8N141,0,2,0,0,0
Q8N146,1,0,0,0,1
Q8N148,1,0,0,0,1
Q8N162,1,0,0,0,1
Q8N1A6,0,0,0,0,0
Q8N1E2,0,0,0,1,2
Q8N1L4,0,0,0,0,0
Q8N1N0,8,0,0,0,0
Q8N1W2,0,3,0,0,0
Q8N228,0,0,2,0,0
Q8N283,0,0,0,0,0
Q8N2I2,0,0,0,0,0
Q8N2X6,1,0,0,1,0
Q8N309,0,0,0,0,0
Q8N323,2,0,0,1,0
Q8N328,0,0,1,0,0
Q8N336,0,0,0,0,0
Q8N349,2,0,0,0,1
Q8N3F9,1,0,0,0,0
Q8N3H0,0,0,0,1,0
Q8N3R3,0,0,0,0,0
Q8N3S3,3,0,0,0,0
Q8N3T6,2,0,0,1,0
Q8N3Z0,1,0,0,1,1
Q8N3Z3,0,0,0,0,0
Q8N413,0,0,0,0,0
Q8N431,0,0,0,0,0
Q8N434,0,0,0,0,0
Q8N456,0,0,0,0,0
Q8N468,1,0,0,0,0
Q8N4B4,0,0,0,0,0
Q8N4F7,0,0,0,0,0
Q8N4H0,0,0,2,0,0
Q8N4S0,0,0,7,0,0
Q8N4V2,0,0,3,0,0
Q8N4Z0,0,0,0,0,0
Q8N531,0,0,0,0,0
Q8N567,0,0,1,0,0
Q8N584,0,0,0,0,0
Q8N587,0,2,0,0,0
Q8N5C6,0,8,2,0,0
Q8N5H3,0,0,2,0,0
Q8N5I9,0,0,3,0,0
Q8N5J4,0,0,0,0,0
Q8N5T2,0,0,0,0,0
Q8N5U1,0,0,0,0,0
Q8N5W9,0,0,2,0,0
Q8N5X7,0,0,0,0,0
Q8N660,0,0,0,0,0
Q8N687,0,0,0,1,3
Q8N688,0,0,0,1,3
Q8N6M5,0,0,0,0,0
Q8N6M8,0,0,0,0,0
Q8N6M9,0,0,0,0,0
Q8N6N3,0,0,3,0,0
Q8N6N6,0,0,0,0,0
Q8N6N7,0,0,0,0,0
Q8N6Q1,0,0,0,0,0
Q8N6V9,0,0,0,0,0
Q8N6Y2,0,0,0,1,0
Q8N782,0,0,0,0,0
Q8N7C7,1,0,0,1,0
Q8N7F7,0,0,0,0,0
Q8N7G0,0,0,0,0,0
Q8N7M0,0,0,0,0,0
Q8N7P1,2,0,0,0,0
Q8N7Q3,0,0,0,0,0
Q8N7R0,0,0,0,0,0
Q8N7R7,0,0,4,0,0
Q8N7S2,0,0,0,0,0
Q8N7Z5,0,0,0,0,0
Q8N815,0,0,0,0,0
Q8N878,0,0,0,0,0
Q8N8C0,0,0,0,0,0
Q8N8D1,0,0,0,0,0
Q8N8F7,0,0,1,0,0
Q8N8M0,0,0,0,0,0
Q8N8U2,0,0,0,0,0
Q8N8U3,0,0,0,0,0
Q8N8Z6,6,0,2,1,4
Q8N944,0,0,0,0,0
Q8N957,0,0,0,0,0
Q8N961,0,0,0,0,0
Q8N967,4,0,0,1,0
Q8N972,0,0,0,0,0
Q8N998,0,0,1,0,0
Q8N9B8,0,0,0,0,0
Q8N9F8,0,0,0,0,0
Q8N9K5,0,0,0,0,0
Q8N9M1,0,1,6,0,0
Q8N9N7,0,0,0,0,0
Q8N9T8,0,0,15,0,0
Q8N9U0,0,0,8,0,0
Q8N9V7,0,0,0,0,0
Q8N9W8,0,0,0,0,0
Q8N9Y4,0,0,0,0,0
Q8N9Z9,0,0,0,0,0
Q8NA03,0,0,1,0,0
Q8NA23,0,0,0,0,0
Q8NA47,0,0,0,0,0
Q8NA69,0,0,0,0,0
Q8NA92,0,0,0,0,0
Q8NB37,1,0,0,1,0
Q8NB42,0,0,0,0,0
Q8NB46,0,0,2,0,0
Q8NB50,0,9,0,0,0
Q8NBL3,1,0,0,1,0
Q8NC74,0,0,0,0,0
Q8NCI6,0,0,0,0,0
Q8NCL9,1,0,0,1,0
Q8NCN5,0,0,0,0,0
Q8NCQ5,0,0,0,0,0
Q8NCR9,1,0,0,0,0
Q8NCX0,0,0,0,0,0
Q8ND07,0,0,0,0,0
Q8ND61,0,0,0,0,0
Q8NDA8,0,0,0,0,0
Q8NDW4,0,1,0,0,0
Q8NDY3,0,0,1,0,0
Q8NDY6,0,0,0,0,0
Q8NDZ0,0,0,0,0,0
Q8NDZ6,3,0,0,0,0
Q8NE00,1,0,0,0,0
Q8NE18,0,0,0,0,0
Q8NE22,0,0,0,0,0
Q8NE65,0,0,0,0,0
Q8NEA5,0,0,0,1,0
Q8NEC7,0,0,1,0,0
Q8NEG4,0,0,3,0,0
Q8NEG5,0,0,0,0,0
Q8NEG7,0,0,0,0,0
Q8NEK5,0,1,0,0,0
Q8NEM1,0,1,0,0,0
Q8NEM2,0,0,9,0,0
Q8NEP7,0,0,0,0,0
Q8NES8,0,0,0,1,3
Q8NEY3,0,0,0,0,0
Q8NFI4,0,0,3,0,0
Q8NFQ5,2,0,0,1,1
Q8NFQ6,10,0,0,1,1
Q8NFR7,0,0,0,0,0
Q8NFU4,0,0,0,1,0
Q8NFZ6,2,0,0,0,0
Q8NG35,0,0,0,1,3
Q8NG41,0,0,0,1,0
Q8NG75,2,0,0,0,0
Q8NG76,1,0,0,0,1
Q8NG77,1,0,0,0,1
Q8NG78,2,0,0,0,1
Q8NG80,1,0,0,0,1
Q8NG81,1,0,0,0,1
Q8NG83,1,0,0,0,1
Q8NG84,1,0,0,0,1
Q8NG85,2,0,0,0,1
Q8NG92,1,0,0,0,1
Q8NG94,3,0,0,0,1
Q8NG95,2,0,0,0,1
Q8NG97,1,0,0,0,0
Q8NG99,2,0,0,0,1
Q8NGA1,1,0,0,0,1
Q8NGA2,1,0,0,0,1
Q8NGA5,1,0,0,0,1
Q8NGA6,1,0,0,0,1
Q8NGA8,0,0,0,0,1
Q8NGB2,1,0,0,0,1
Q8NGB4,1,0,0,0,1
Q8NGB6,1,0,0,0,1
Q8NGB8,1,0,0,0,1
Q8NGB9,1,0,0,0,1
Q8NGC0,1,0,0,0,1
Q8NGC1,1,0,0,0,1
Q8NGC2,1,0,0,0,1
Q8NGC3,1,0,0,0,1
Q8NGC4,2,0,0,0,1
Q8NGC5,1,0,0,0,1
Q8NGC6,2,0,0,0,1
Q8NGC7,1,0,0,0,1
Q8NGC9,1,0,0,0,1
Q8NGD1,1,0,0,0,1
Q8NGD2,1,0,0,0,1
Q8NGD3,1,0,0,0,1
Q8NGD4,1,0,0,0,1
Q8NGD5,1,0,0,0,1
Q8NGE0,1,0,0,0,1
Q8NGE1,1,0,0,0,1
Q8NGE2,2,0,0,0,1
Q8NGE5,1,0,0,0,0
Q8NGE7,2,0,0,0,1
Q8NGE8,1,0,0,0,1
Q8NGE9,1,0,0,0,1
Q8NGF0,1,0,0,0,1
Q8NGF1,1,0,0,0,1
Q8NGF3,0,0,0,0,1
Q8NGF4,1,0,0,0,1
Q8NGF6,0,0,0,0,0
Q8NGF7,1,0,0,0,1
Q8NGF8,1,0,0,0,1
Q8NGF9,0,0,0,0,1
Q8NGG0,2,0,0,0,1
Q8NGG1,2,0,0,0,1
Q8NGG3,2,0,0,0,1
Q8NGG4,1,0,0,0,1
Q8NGG5,1,0,0,0,0
Q8NGG6,3,0,0,0,1
Q8NGG7,1,0,0,0,1
Q8NGG8,1,0,0,0,1
Q8NGH3,1,0,0,0,0
Q8NGH5,3,0,0,0,1
Q8NGH6,1,0,0,0,1
Q8NGH8,2,0,0,0,1
Q8NGH9,1,0,0,0,1
Q8NGI0,1,0,0,0,1
Q8NGI1,1,0,0,0,1
Q8NGI3,1,0,0,0,1
Q8NGI4,1,0,0,0,1
Q8NGI6,1,0,0,0,0
Q8NGI7,1,0,0,0,1
Q8NGI9,1,0,0,0,1
Q8NGJ0,1,0,0,0,1
Q8NGJ1,1,0,0,0,1
Q8NGJ2,2,0,0,0,1
Q8NGJ3,1,0,0,0,1
Q8NGJ4,1,0,0,0,1
Q8NGJ5,1,0,0,0,1
Q8NGJ6,1,0,0,0,1
Q8NGJ7,1,0,0,0,1
Q8NGJ8,1,0,0,0,1
Q8NGJ9,2,0,0,0,0
Q8NGK0,1,0,0,0,1
Q8NGK1,1,0,0,0,1
Q8NGK3,1,0,0,0,1
Q8NGK4,1,0,0,0,1
Q8NGK5,0,0,0,0,1
Q8NGK6,1,0,0,0,1
Q8NGK9,1,0,0,0,0
Q8NGL0,2,0,0,0,1
Q8NGL1,1,0,0,0,1
Q8NGL2,2,0,0,0,1
Q8NGL3,2,0,0,0,0
Q8NGL4,1,0,0,0,0
Q8NGL6,2,0,0,0,1
Q8NGL7,2,0,0,0,1
Q8NGL9,1,0,0,0,1
Q8NGM1,1,0,0,0,1
Q8NGM8,2,0,0,0,1
Q8NGN0,1,0,0,0,1
Q8NGN1,1,0,0,0,1
Q8NGN2,1,0,0,0,1
Q8NGN4,0,0,0,0,1
Q8NGN5,1,0,0,0,1
Q8NGN6,1,0,0,0,1
Q8NGN7,1,0,0,0,1
Q8NGN8,2,0,0,0,0
Q8NGP0,2,0,0,0,1
Q8NGP2,1,0,0,0,1
Q8NGP3,1,0,0,0,1
Q8NGP4,1,0,0,0,1
Q8NGP6,1,0,0,0,1
Q8NGP8,1,0,0,0,1
Q8NGP9,1,0,0,0,1
Q8NGQ2,2,0,0,0,1
Q8NGQ3,1,0,0,0,1
Q8NGQ4,1,0,0,0,1
Q8NGQ5,1,0,0,0,1
Q8NGQ6,1,0,0,0,1
Q8NGR1,1,0,0,0,1
Q8NGR3,1,0,0,0,1
Q8NGR4,1,0,0,0,1
Q8NGR5,1,0,0,0,1
Q8NGR8,1,0,0,0,1
Q8NGR9,1,0,0,0,1
Q8NGS0,1,0,0,0,1
Q8NGS1,1,0,0,0,1
Q8NGS3,1,0,0,0,1
Q8NGS4,1,0,0,0,1
Q8NGS5,1,0,0,0,1
Q8NGS6,1,0,0,0,1
Q8NGS7,1,0,0,0,1
Q8NGS9,1,0,0,0,1
Q8NGT1,1,0,0,0,1
Q8NGT2,2,0,0,0,1
Q8NGT5,1,0,0,0,0
Q8NGT7,1,0,0,0,1
Q8NGT9,1,0,0,0,1
Q8NGU1,1,0,0,0,1
Q8NGU2,2,0,0,0,1
Q8NGU4,0,0,0,0,1
Q8NGU9,0,0,0,0,0
Q8NGV0,2,0,0,0,1
Q8NGV5,2,0,0,0,1
Q8NGV7,1,0,0,0,1
Q8NGX0,1,0,0,0,1
Q8NGX1,2,0,0,0,1
Q8NGX2,1,0,0,0,1
Q8NGX5,2,0,0,0,0
Q8NGX6,1,0,0,0,1
Q8NGX8,2,0,0,0,1
Q8NGX9,2,0,0,0,1
Q8NGY1,1,0,0,0,1
Q8NGY2,1,0,0,0,1
Q8NGY5,1,0,0,0,1
Q8NGY6,1,0,0,0,1
Q8NGY7,2,0,0,0,1
Q8NGY9,2,0,0,0,1
Q8NGZ0,1,0,0,0,1
Q8NGZ2,1,0,0,0,1
Q8NGZ3,1,0,0,0,1
Q8NGZ4,1,0,0,0,1
Q8NGZ5,1,0,0,0,1
Q8NGZ6,1,0,0,0,1
Q8NGZ9,1,0,0,0,1
Q8NH00,3,0,0,0,1
Q8NH01,1,0,0,0,1
Q8NH02,2,0,0,0,1
Q8NH03,2,0,0,0,1
Q8NH04,1,0,0,0,1
Q8NH05,1,0,0,0,1
Q8NH06,1,0,0,0,1
Q8NH07,3,0,0,0,1
Q8NH08,1,0,0,0,0
Q8NH09,1,0,0,0,1
Q8NH16,2,0,0,0,1
Q8NH18,1,0,0,0,1
Q8NH37,1,0,0,0,1
Q8NH40,1,0,0,0,1
Q8NH41,2,0,0,0,1
Q8NH42,1,0,0,0,1
Q8NH49,2,0,0,0,1
Q8NH50,2,0,0,0,1
Q8NH51,1,0,0,0,1
Q8NH53,1,0,0,0,1
Q8NH54,2,0,0,0,1
Q8NH55,1,0,0,0,1
Q8NH56,0,0,0,0,1
Q8NH57,1,0,0,0,1
Q8NH60,1,0,0,0,1
Q8NH61,1,0,0,0,1
Q8NH63,1,0,0,0,1
Q8NH64,2,0,0,0,1
Q8NH67,1,0,0,0,1
Q8NH70,1,0,0,0,1
Q8NH72,1,0,0,0,1
Q8NH73,1,0,0,0,1
Q8NH74,1,0,0,0,1
Q8NH76,0,0,0,0,1
Q8NH79,1,0,0,0,1
Q8NH80,0,0,0,0,1
Q8NH81,1,0,0,0,1
Q8NH83,1,0,0,0,1
Q8NH89,3,0,0,0,1
Q8NH90,3,0,0,0,1
Q8NH93,1,0,0,0,1
Q8NH95,1,0,0,0,0
Q8NHA4,1,0,0,0,1
Q8NHA6,0,0,0,0,1
Q8NHA8,3,0,0,0,1
Q8NHB1,1,0,0,0,1
Q8NHB7,1,0,0,0,1
Q8NHB8,1,0,0,0,1
Q8NHC5,2,0,0,0,1
Q8NHC6,0,0,0,0,0
Q8NHC7,1,0,0,0,1
Q8NHR9,0,0,0,0,0
Q8NHS2,0,0,1,0,0
Q8NHS4,0,0,0,0,0
Q8NHU0,0,0,0,0,0
Q8NHV5,1,0,0,0,0
Q8NHW5,0,2,4,0,0
Q8NHW6,0,0,0,1,0
Q8NHY5,0,0,0,0,0
Q8TA94,0,0,0,0,0
Q8TAA1,3,0,0,1,2
Q8TAI1,0,0,0,0,0
Q8TAV0,0,0,0,0,0
Q8TAV5,1,0,0,1,0
Q8TAW3,0,0,0,0,0
Q8TB22,0,0,1,1,0
Q8TB69,0,0,0,0,0
Q8TBF5,1,0,0,1,0
Q8TBF8,0,0,0,0,0
Q8TBP6,0,0,0,0,0
Q8TBR7,0,0,0,0,0
Q8TC17,0,0,0,0,0
Q8TC90,0,0,0,0,0
Q8TCB0,0,0,0,0,0
Q8TCN5,0,0,2,0,0
Q8TCP9,0,0,0,0,0
Q8TD55,0,0,11,0,0
Q8TD86,0,0,0,0,0
Q8TDS7,4,0,0,0,0
Q8TDU5,0,0,0,0,1
Q8TE96,0,0,0,0,0
Q8TEQ0,0,0,11,0,0
Q8TF08,0,0,0,0,0
Q8TF20,0,3,0,0,0
Q8TF27,0,0,0,0,0
Q8TF32,0,0,0,0,0
Q8TF44,0,0,3,0,0
Q8TF61,0,0,4,0,0
Q8WTP9,0,0,0,0,0
Q8WTR8,1,0,0,1,15
Q8WTU2,0,0,0,1,12
Q8WU76,0,0,0,0,0
Q8WUH6,1,0,0,0,0
Q8WUS8,0,0,0,0,0
Q8WUT9,0,0,0,0,0
Q8WUY8,0,0,0,0,0
Q8WUY9,0,0,2,0,0
Q8WV15,0,0,0,0,0
Q8WV83,0,0,1,0,0
Q8WVC6,0,0,0,0,0
Q8WVE6,0,0,0,0,0
Q8WVF2,0,0,0,1,0
Q8WVI7,0,0,0,0,0
Q8WW18,0,0,0,0,0
Q8WW32,0,0,0,0,0
Q8WW33,0,0,1,0,0
Q8WW36,0,0,0,0,0
Q8WW52,0,0,0,0,0
Q8WW62,2,0,0,1,0
Q8WWA1,0,0,2,0,0
Q8WWU7,0,0,0,1,4
Q8WWX0,0,0,0,0,0
Q8WX39,2,0,0,1,1
Q8WXE0,0,0,13,0,0
Q8WXF5,0,0,0,0,0
Q8WXJ9,0,0,0,0,0
Q8WXT5,0,0,0,0,0
Q8WYK1,5,0,0,1,11
Q8WZ33,0,0,0,0,0
Q8WZ71,1,0,0,1,0
Q8WZ82,0,0,0,0,0
Q8WZ92,2,0,0,0,1
Q8WZA0,0,0,0,0,0
Q8WZA6,1,0,0,0,1
Q92527,0,0,0,0,0
Q92545,1,0,6,0,0
Q92576,0,3,15,0,0
Q92670,0,0,0,0,0
Q93075,0,0,0,0,0
Q93083,0,0,0,0,0
Q969E1,0,0,0,1,2
Q969W3,0,0,1,0,0
Q969Y0,3,0,0,1,0
Q96A98,0,0,0,1,0
Q96AB3,0,0,2,0,0
Q96AQ9,0,0,0,0,0
Q96B33,0,0,0,0,0
Q96B45,0,0,0,0,0
Q96BJ8,0,0,0,0,0
Q96BM0,0,0,0,0,0
Q96BQ1,1,0,0,1,2
Q96BW5,0,0,0,0,0
Q96BX8,0,0,0,0,0
Q96C01,0,0,3,0,0
Q96C34,0,0,4,0,0
Q96C57,0,0,5,0,0
Q96C90,0,0,5,0,0
Q96CD0,0,0,0,0,0
Q96CH1,1,0,0,0,0
Q96CS4,0,1,0,0,0
Q96CT2,0,0,0,0,0
Q96DC7,0,0,0,0,0
Q96DD0,0,0,0,0,0
Q96DL1,0,0,0,0,0
Q96DS6,0,0,0,0,0
Q96DU9,0,0,0,0,0
Q96E16,0,0,0,0,0
Q96E39,0,1,2,0,0
Q96E66,0,0,0,0,0
Q96EH5,0,0,0,0,0
Q96EI5,0,0,4,0,0
Q96EK2,0,0,0,0,0
Q96EL2,0,0,0,0,0
Q96ER3,0,0,2,0,0
Q96ES6,0,0,0,0,0
Q96ET8,0,0,1,0,0
Q96EZ4,0,0,0,0,0
Q96F63,0,0,4,0,0
Q96FB5,0,0,0,0,0
Q96G27,0,0,0,0,0
Q96GE5,0,0,0,0,0
Q96GE6,0,0,0,0,0
Q96GK7,0,0,0,0,0
Q96GT9,0,0,0,0,0
Q96GU1,0,0,2,0,0
Q96H12,0,1,3,0,0
Q96H40,0,0,0,0,0
Q96H79,0,0,1,0,0
Q96HA4,3,0,0,1,0
Q96HP4,0,0,0,1,0
Q96HV5,1,0,0,1,0
Q96I13,0,0,0,0,0
Q96IC2,0,0,0,0,0
Q96ID5,4,0,0,1,1
Q96J77,0,0,0,0,0
Q96JF6,0,0,0,0,0
Q96JM4,0,0,0,0,0
Q96K17,0,0,2,0,0
Q96K37,0,0,1,0,0
Q96K75,0,0,0,0,0
Q96KC9,0,0,4,0,0
Q96KD3,0,0,0,0,0
Q96KF2,0,0,0,0,0
Q96KJ4,3,0,0,1,0
Q96KN9,0,0,0,0,0
Q96KT7,0,0,0,0,0
Q96KV6,4,0,0,1,1
Q96KW9,2,0,0,1,0
Q96L03,0,0,0,0,0
Q96L11,0,0,0,1,0
Q96LB0,0,0,0,0,0
Q96LK8,0,0,2,0,0
Q96LP2,0,0,0,0,0
Q96LQ0,0,0,0,0,0
Q96LR4,0,0,0,1,0
Q96LT6,0,0,0,0,0
Q96LU5,0,0,0,0,0
Q96LU7,0,0,0,0,0
Q96LW1,0,2,0,0,0
Q96M20,0,0,0,0,0
Q96M34,0,0,0,0,0
Q96M53,0,0,0,0,0
Q96M93,0,0,0,0,0
Q96M95,0,0,0,0,0
Q96MC5,0,0,0,0,0
Q96MC6,2,0,1,0,0
Q96ME7,0,4,0,0,0
Q96MF6,0,0,0,0,0
Q96MK2,0,0,6,0,0
Q96MN5,0,0,1,0,0
Q96MR6,0,0,0,0,0
Q96MR9,0,0,0,0,0
Q96MS3,0,0,0,1,0
Q96MU6,0,0,0,0,0
Q96MW1,0,1,1,0,0
Q96MY1,0,0,2,0,0
Q96N03,0,0,0,1,1
Q96N11,0,0,0,0,0
Q96N20,0,0,0,0,0
Q96N22,0,0,0,0,0
Q96N46,0,1,1,0,0
Q96NA8,0,0,1,0,0
Q96ND8,0,0,0,0,0
Q96NG8,0,0,0,0,0
Q96NI8,0,0,0,0,0
Q96NJ3,0,0,0,0,0
Q96NJ5,0,0,0,0,0
Q96NJ6,0,2,0,0,0
Q96NK8,0,0,0,0,0
Q96NS5,0,0,0,0,0
Q96NT1,0,0,0,0,0
Q96NU7,0,0,0,0,0
Q96P64,0,0,0,0,0
Q96P67,2,0,0,0,0
Q96PG2,0,0,0,0,0
Q96PI1,0,0,0,0,0
Q96PT3,0,0,0,0,0
Q96PT4,0,0,0,0,0
Q96PX6,0,0,1,0,0
Q96QA6,0,0,0,0,0
Q96QD5,0,0,0,0,0
Q96QE4,2,0,0,1,0
Q96QH8,0,0,0,1,4
Q96QK8,0,0,0,0,0
Q96R05,0,0,0,0,0
Q96R08,2,0,0,0,1
Q96R09,1,0,0,0,1
Q96R27,1,0,0,0,1
Q96R28,2,0,0,0,1
Q96R30,1,0,0,0,1
Q96R45,1,0,0,0,0
Q96R47,1,0,0,0,1
Q96R54,2,0,0,0,1
Q96R67,1,0,0,0,1
Q96R69,0,0,0,0,1
Q96R72,1,0,0,0,1
Q96R84,0,0,0,0,1
Q96RB7,1,0,0,0,1
Q96RC9,1,0,0,0,1
Q96RD0,1,0,0,0,1
Q96RD1,1,0,0,0,1
Q96RD2,1,0,0,0,1
Q96RD3,1,0,0,0,0
Q96RM1,0,0,0,0,0
Q96RT6,0,0,1,0,0
Q96RY5,0,0,2,0,0
Q96S19,0,0,2,0,0
Q96S86,0,0,0,1,5
Q96S95,0,0,0,0,0
Q96SA4,0,0,0,0,0
Q96SF2,0,0,0,0,0
Q96SK2,2,0,7,0,0
Q96T17,0,0,1,0,0
Q96T25,0,0,3,0,0
Q96T75,0,0,0,0,0
Q96TA0,4,0,0,0,0
Q99457,0,0,0,0,0
Q99463,1,0,0,0,1
Q99470,0,0,0,1,0
Q99603,0,0,0,1,1
Q99676,0,1,3,0,0
Q99679,2,0,0,0,0
Q99680,2,0,0,0,0
Q9BPW5,0,0,0,0,0
Q9BQ13,0,0,0,0,0
Q9BQ48,0,0,1,0,0
Q9BQ75,0,0,4,0,0
Q9BQD1,0,0,0,0,0
Q9BQE6,0,0,0,0,0
Q9BQN1,0,0,0,0,0
Q9BQP9,1,0,0,1,1
Q9BQY6,0,0,0,1,5
Q9BR09,0,0,0,0,0
Q9BR10,0,0,0,0,0
Q9BR26,0,0,0,0,0
Q9BR77,0,1,1,0,0
Q9BRH9,0,4,0,0,0
Q9BRN9,1,0,0,1,0
Q9BRP7,0,0,0,0,0
Q9BSC4,0,0,5,0,0
Q9BSJ1,0,0,0,0,0
Q9BSK0,0,0,1,0,0
Q9BSY4,0,0,1,0,4
Q9BT73,0,0,1,0,0
Q9BTE0,0,0,0,0,0
Q9BTF0,0,0,0,0,0
Q9BTV7,0,0,2,0,0
Q9BTY7,0,0,4,0,0
Q9BUA6,0,0,0,0,0
Q9BUJ0,2,0,0,0,0
Q9BUY7,0,0,0,0,0
Q9BV87,0,0,0,0,0
Q9BV97,0,0,0,0,0
Q9BVM2,0,0,0,0,0
Q9BVV8,1,0,3,1,0
Q9BWD3,0,0,0,0,0
Q9BWG4,0,0,3,0,0
Q9BWM5,0,0,0,0,0
Q9BWT6,0,0,1,0,0
Q9BWV2,0,0,0,0,0
Q9BWW9,0,0,0,0,0
Q9BX69,0,0,3,0,0
Q9BX73,1,0,0,1,0
Q9BXE9,1,0,0,0,0
Q9BXM9,0,0,4,0,0
Q9BXN6,0,0,0,0,0
Q9BXU3,0,0,0,0,0
Q9BXU8,0,0,0,0,0
Q9BXW7,0,0,0,1,0
Q9BXX2,0,0,0,0,0
Q9BXX3,0,0,0,0,0
Q9BXY0,0,2,5,0,0
Q9BXY5,0,0,0,0,0
Q9BY19,0,0,0,0,0
Q9BY31,0,0,0,0,0
Q9BY71,0,0,0,1,0
Q9BYB4,0,0,0,0,0
Q9BYD6,0,0,0,0,0
Q9BYE4,0,0,0,0,0
Q9BYG7,0,0,0,0,0
Q9BYJ0,0,0,0,1,4
Q9BYT5,0,0,0,0,0
Q9BYU5,0,0,0,0,0
Q9BZE3,0,0,0,0,0
Q9BZK3,0,1,8,0,0
Q9BZW5,0,0,0,0,0
Q9C0B7,0,0,1,0,0
Q9C0B9,0,0,1,0,0
Q9C0D4,0,7,0,0,0
Q9C0H6,0,0,0,0,0
Q9C0I3,0,0,0,0,0
Q9C0I9,0,0,0,0,0
Q9C0K3,0,0,0,1,0
Q9GIP4,0,0,0,0,0
Q9GZK3,1,0,0,0,1
Q9GZK7,1,0,0,0,1
Q9GZM3,0,0,0,0,0
Q9GZN8,0,0,2,0,0
Q9GZP1,0,0,0,0,0
Q9GZP8,0,0,2,0,0
Q9GZU3,1,0,0,0,0
Q9GZW5,0,0,0,0,0
Q9GZY1,0,0,0,0,0
Q9H0K4,0,0,0,0,0
Q9H0M5,0,0,0,0,0
Q9H0R4,0,0,1,0,0
Q9H114,1,0,0,1,2
Q9H195,0,0,0,1,2
Q9H1A7,0,0,0,0,0
Q9H1C3,1,0,0,0,0
